orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
9234,22-1657929,SAGE Eldercare,Human Services,Summit,NJ,2,0,"560,443","3,054,719","2,716,534","88,312",12.18,75.4,-8.9,0.31,Social Services,"Supporting the independence, well-being and quality of life of older adults",42.22,http://www.sageeldercare.org,"3,600,324","118,422",2.1,"7,895,604",30.04,3.28,1,"-545,605",15.5,"323,347","2,966,407",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9234,8.9,mailto:contactus@sageeldercare.org,2.19,2
10644,62-0475694,St. Andrew's-Sewanee School,Education,Sewanee,TN,1,0,"2,102,506","6,006,804","6,001,575","-1,650,211",21.95,71.9,3.6,0.14,Private Elementary and Secondary Schools,Cultivating well-rounded and thoughtful human beings,49.14,http://www.sasweb.org,"8,343,025","132,000",7.0,"19,986,448",27.19,1.58,3,"-2,336,221",25.2,"238,944","7,657,015",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10644,2.8,mailto:tgraham@sasweb.org,1.61,2
5847,95-1691306,St. Anne's,Human Services,Los Angeles,CA,4,0,"1,259,045","12,188,481","10,945,029","1,206,198",26.83,86.2,7.3,0.04,"Youth Development, Shelter, and Crisis Services","Helping disenfranchised young women, children and families in need",65.46,http://www.stannes.org,"12,690,305","244,911",6.8,"17,313,488",38.62,1.92,4,"-501,824",9.9,"486,231","10,982,283",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5847,3.8,mailto:stannes@stannes.org,1.17,4
8127,53-0204626,St. Ann's Infant & Maternity Home,Human Services,Hyattsville,MD,4,0,"790,445","5,065,702","4,730,200","-133,342",11.08,83.3,-3.7,0.03,Children's and Family Services,A tradition of caring,49.42,http://www.stanns.org/,"5,673,331","
                  None reported",1.0,"7,329,418",38.33,--,1,"-607,629",13.9,"152,686","5,199,044",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8127,2.6,mailto:donations@stanns.org,1.29,2
4417,56-0547478,Saint Augustine's College,Education,Raleigh,NC,1,0,"18,730,998","38,075,387","20,697,175","10,868,051",14.37,51.4,14.6,0.09,Private Liberal Arts Colleges,"Transform, excel, lead",39.43,http://www.st-aug.edu,"40,233,832","165,000",1.8,"22,900,596",25.06,0.41,2,"-2,158,445",46.5,"805,659","27,207,336",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4417,2.0,mailto:development@st-aug.edu,0.34,1
12540,20-1173824,St. Baldrick's Foundation,Health,Monrovia,CA,1,0,"654,607","16,753,818","13,106,382","86,756",25.00,75.5,27.4,0.21,Patient and Family Support,Shaving the way to conquer kids' cancer,50.05,http://www.stbaldricks.org,"17,357,746","180,382",33.5,"6,319,864",25.05,1.03,4,"-603,928",3.7,"3,596,757","16,667,062",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12540,20.7,mailto:media@stbaldricks.org,0.36,3
8341,13-1255270,St. Bernard's School,Education,New York,NY,3,0,"2,282,700","19,600,853","14,435,988","-178,903",25.65,80.7,1.9,0.15,Private Elementary and Secondary Schools,"Offering young boys a thorough, rigorous, and enjoyable introduction to learning",61.23,http://www.stbernards.org/,"17,873,158","384,783",20.0,"70,852,609",35.57,2.15,4,"1,727,695",12.7,"1,154,470","19,779,756",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8341,6.4,mailto:v_tracy@stbernards.org,3.67,4
10958,04-3067595,Saint Boniface Haiti Foundation,International,Randolph,MA,4,0,"168,931","3,391,984","2,954,943","-32,929",25.00,91.3,43.5,0.03,Single Country Support Organizations,Working together to bring healthcare and humanitarian aid to the poor of rural Haiti,64.11,http://www.haitihealth.org,"3,235,937","60,000",39.8,"1,594,084",39.11,1.85,4,"156,047",5.2,"112,063","3,424,913",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10958,3.4,mailto:info@haitihealth.org,0.49,4
8516,22-2519129,St. Francis House,Human Services,Boston,MA,1,0,"724,709","8,004,370","5,625,428","308,900",27.81,71.7,10.7,0.20,Homeless Services,Shelter and rehabilitative programs for the poor and homeless,54.98,,"7,843,112","116,885",7.8,"11,013,774",27.17,1.49,4,"161,258",9.2,"1,492,975","7,695,470",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8516,19.0,,1.40,3
12211,59-2483955,St. Gerard Campus,Human Services,St. Augustine,FL,4,0,"109,183","840,940","759,625","55,697",20.00,84.8,18.5,0.03,"Youth Development, Shelter, and Crisis Services",Up this path walk God's angels,58.28,,"895,183","
                  None reported",14.8,"-12,419",38.28,--,3,"-54,243",12.1,"26,375","785,243",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12211,2.9,,-0.01,3
5047,22-1627726,St. Hubert's Animal Welfare Center,Animals,Madison,NJ,2,0,"372,814","3,122,242","3,090,036","-535,314",20.54,79.2,2.2,0.22,"Animal Rights, Welfare, and Services",Enriching the lives of animals and people,50.97,http://www.sthuberts.org,"3,897,264","125,642",4.6,"14,063,401",30.42,3.22,3,"-775,022",9.5,"434,414","3,657,556",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5047,11.1,mailto:info@sthuberts.org,3.60,3
11653,11-3174514,St. John's Bread & Life,Human Services,Brooklyn,NY,4,0,"233,404","3,478,622","7,193,883","-6,046",22.50,93.1,37.4,0.08,Social Services,"Feeding body, mind, and spirit",61.62,http://www.breadandlife.org/,"7,722,612","94,578",81.1,"363,037",39.12,1.22,4,"-4,243,990",3.0,"295,325","3,484,668",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11653,3.8,mailto:enunezafiz@breadandlife.org,0.04,4
9916,95-3874381,St. Joseph Center,Human Services,Venice,CA,4,0,"799,154","6,856,453","6,066,373","272,073",20.00,83.4,-7.3,0.06,Social Services,"Planting hope, growing lives",58.34,http://www.stjosephctr.org/,"7,269,137","102,918",13.3,"7,808,289",38.34,1.41,3,"-412,684",10.9,"403,610","6,584,380",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9916,5.5,mailto:contributions@stjosephctr.org,1.07,3
5352,43-1253102,St. Louis Area Foodbank,Human Services,St. Louis,MO,4,0,"174,381","27,626,830","25,634,419","37,304",30.00,97.4,12.9,0.01,"Food Banks, Food Pantries, and Food Distribution",Gathering and distributing food for the hungry,69.74,http://stlfoodbank.org/,"26,305,523","138,000",13.1,"8,613,134",39.74,0.52,4,"1,321,307",0.6,"496,723","27,589,526",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5352,1.8,mailto:mdace@stlfoodbank.org,0.32,4
4491,43-0666769,Saint Louis Symphony Orchestra,"Arts, Culture, Humanities",St. Louis,MO,4,0,"2,565,359","31,990,272","21,453,581","7,004,697",23.71,84.8,6.6,0.07,Performing Arts,Making great music available to everyone,62.20,,"25,290,204","261,726",5.9,"18,147,060",38.48,1.03,4,"6,700,068",10.1,"1,271,264","24,985,575",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4491,5.0,,0.58,4
4492,43-0654872,Saint Louis University,Education,St. Louis,MO,4,0,"37,169,862","697,538,651","649,860,934","-24,377,248",22.32,93.4,4.8,0.07,"Universities, Graduate Schools, and Technological Institutes",Providing a one-of-a-kind education,61.67,,"695,679,697",Not compensated,3.7,"1,121,708,325",39.34,--,3,"1,858,954",5.3,"8,648,901","721,915,899",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4492,1.2,,1.25,4
4493,43-1727309,Saint Louis Zoo Association,Animals,St. Louis,MO,1,0,"1,434,309","14,866,811","2,852,191","-25,957",20.00,57.3,57.8,0.05,Zoos and Aquariums,"Supporting and enhance zoological programs, research and institutions in the Saint Louis region",45.73,http://www.stlzoo.org,"4,976,690",Not compensated,-13.5,"35,290,521",25.73,--,3,"9,890,121",28.8,"690,190","14,892,768",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4493,13.8,mailto:donation@stlzoo.org,7.09,2
7070,51-0201839,St. Luke's,"Arts, Culture, Humanities",New York,NY,3,0,"479,208","21,257,681","4,338,725","199,894",21.08,80.9,51.3,0.02,Performing Arts,"Bold, joyous, passionate",56.67,http://www.oslmusic.org/,"5,357,271","152,802",0.8,"24,625,784",35.59,2.85,3,"15,900,410",8.9,"539,338","21,057,787",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7070,10.0,mailto:OSLInfo@OSLmusic.org,4.27,3
4496,75-0827460,St. Mark's School of Texas,Education,Dallas,TX,1,0,"6,505,155","18,798,186","19,288,637","-6,541,238",29.44,69.4,8.2,0.20,Private Elementary and Secondary Schools,Giving direction and purpose to tomorrow's men,56.39,http://www.smtexas.org,"27,753,470","591,204",9.4,"129,374,374",26.94,2.13,4,"-8,955,284",23.4,"1,959,678","25,339,424",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4496,7.0,mailto:HargroveB@smtexas.org,3.49,3
10701,04-2103623,"St. Mark's School, Massachusetts",Education,Southborough,MA,2,0,"3,668,838","9,492,359","18,793,812","-6,130,956",20.30,78.6,-0.3,0.61,Private Elementary and Secondary Schools,Do and be your best,48.16,http://www.stmarksschool.org,"23,892,150","215,861",6.9,"126,621,721",27.86,0.90,3,"-14,399,791",15.3,"1,429,500","15,623,315",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10701,5.9,mailto:kirkswenson@stmarksschool.org,3.66,2
8493,68-0172229,St. Mary's Center,Human Services,Oakland,CA,4,0,"72,972","4,288,949","1,437,033","79,071",26.54,88.1,31.8,0.02,Social Services,"Transforming lives, building community, creating change",65.35,http://www.stmaryscenter.org/,"1,629,455","52,416",6.5,"5,536,905",38.81,3.21,4,"2,659,494",4.4,"119,450","4,209,878",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8493,7.3,mailto:info@stmaryscenter.org,3.39,4
4497,23-7353532,St. Mary's Food Bank Alliance,Human Services,Phoenix,AZ,4,0,"1,774,310","130,751,688","121,189,540","-501,383",24.40,96.7,8.5,0.01,"Food Banks, Food Pantries, and Food Distribution",Promoting the elimination of hunger,64.07,http://www.firstfoodbank.org/,"125,325,111","129,514",6.9,"30,140,868",39.67,0.10,4,"5,426,577",1.4,"2,361,261","131,253,071",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4497,1.8,mailto:development@firstfoodbank.org,0.24,4
8378,84-1060677,St. Mary's High School,Education,Colorado Springs,CO,2,0,"589,580","3,197,007","3,468,095","147,743",17.79,80.7,2.5,0.40,Private Elementary and Secondary Schools,Educating moral leaders for tomorrow,46.79,http://smhscs.org/,"4,297,415","25,638",6.4,"2,520,854",29.00,0.59,3,"-1,100,408",13.7,"239,740","3,049,264",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8378,5.5,mailto:mwalter@smhscs.org,0.56,2
4499,41-0693979,St. Olaf College,Education,Northfield,MN,3,0,"9,369,266","141,198,591","131,285,808","-557,359",24.36,91.2,4.1,0.23,Private Liberal Arts Colleges,Providing students with the skills to succeed,58.48,http://www.stolaf.edu,"143,930,599","307,306",6.5,"400,172,256",34.12,0.21,4,"-2,732,008",6.5,"3,275,525","141,755,950",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4499,2.2,mailto:partner@stolaf.edu,1.82,3
6191,43-1263499,St. Patrick Center,Human Services,St. Louis,MO,2,"69,567","386,567","10,805,761","9,290,905","274,800",17.78,86.0,3.2,0.25,Homeless Services,"Building permanent, positive change",48.88,http://www.stpatrickcenter.org/,"10,796,850",Not compensated,3.3,"12,461,994",31.10,--,3,"8,911",3.5,"1,119,378","10,530,961",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6191,10.3,mailto:jrasmussen@stpatrickcenter.org,0.98,2
5332,41-0829498,Saint Paul Chamber Orchestra,"Arts, Culture, Humanities",St. Paul,MN,2,0,"1,319,262","9,562,659","10,902,758","1,162,601",8.27,80.1,-13.4,0.23,Performing Arts,Providing innovative discovery and distinctive experience,38.79,http://www.thespco.org,"13,600,455","18,066",5.5,"40,229,831",30.51,0.13,1,"-4,037,796",9.7,"1,378,435","8,400,058",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5332,10.1,mailto:development@spcomail.org,0.18,1
4554,41-6031510,The Saint Paul Foundation,Public Benefit,St. Paul,MN,4,0,"4,906,969","31,403,760","44,330,338","-20,258,545",20.00,88.4,8.7,0.01,Community Foundations,Contributing to the health and vitality of the Saint Paul Community,58.84,http://saintpaulfoundation.org,"50,091,956","306,876",-2.4,"618,332,612",38.84,0.61,3,"-18,688,196",9.7,"854,649","51,662,305",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4554,1.7,mailto:inbox@saintpaulfoundation.org,12.07,3
7314,75-1097360,St. Philip's School and Community Center,Education,Dallas,TX,4,0,"275,015","5,514,254","3,095,251","15,828",22.64,86.1,24.2,0.05,Private Elementary and Secondary Schools,Educating children takes everyone,61.25,http://www.stphilips1600.org/,"3,592,790","119,854",5.1,"8,572,713",38.61,3.33,4,"1,921,464",7.6,"222,524","5,498,426",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7314,6.1,mailto:Devoffice@stphilips.org,2.38,4
10351,31-0537509,St. Rita School for the Deaf,Education,Cincinnati,OH,3,0,"346,135","4,794,380","4,015,116","194,399",20.07,87.1,6.2,0.13,Other Education Programs and Services,Teaching communication for life,56.29,http://www.srsdeaf.org/,"4,605,853","66,683",7.5,"834,096",36.21,1.44,3,"188,527",7.5,"244,602","4,599,981",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10351,5.3,mailto:rbayowski@srsdeaf.org,0.18,3
4501,36-1722800,St. Vincent de Paul Center,Human Services,Chicago,IL,2,0,"474,631","5,963,128","6,641,958","322,286",10.47,89.1,8.0,0.23,Social Services,"We're here because we care - yesterday, today and tomorrow",41.55,http://www.svdpc.org,"7,449,134",Not compensated,0.4,"-266,399",31.08,--,1,"-1,486,006",6.3,"332,545","5,640,842",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4501,4.4,mailto:tmayberry@svdpc.org,-0.13,2
5792,94-1207701,St. Vincent de Paul Society of Marin County,Human Services,San Rafael,CA,4,0,"56,379","3,487,780","2,493,443","238,242",26.88,90.9,14.7,0.05,Social Services,Neighbors helping neighbors in Marin County,65.98,,"2,741,322","83,500",6.8,"2,785,405",39.09,3.04,4,"746,458",2.0,"191,500","3,249,538",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5792,6.9,,1.01,4
5212,33-0492302,St. Vincent de Paul Village,Human Services,San Diego,CA,4,0,"1,544,392","24,780,769","23,591,925","5,115,385",12.37,89.7,1.8,0.05,Social Services,Helping our neighbors in need break the cycle of homelessness and poverty,50.93,http://www.svdpv.org/,"26,273,469","20,970",1.7,"15,657,138",38.56,0.07,1,"-1,492,700",5.8,"1,137,152","19,665,384",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5212,4.3,mailto:joe.perucca@neighbor.org,0.48,3
8299,95-3696693,St. Vincent Meals on Wheels,Human Services,Los Angeles,CA,2,0,"338,025","8,130,865","6,143,460","4,476",22.37,77.3,8.7,0.25,Social Services,Delivering food and love,50.10,http://www.stvincentmow.org,"7,945,103","152,902",4.8,"8,427,059",27.73,1.92,3,"185,762",4.2,"1,463,618","8,126,389",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8299,18.4,mailto:support@stvincentmow.org,0.82,3
9962,48-0944358,Salina Rescue Mission,Human Services,Salina,KS,2,0,"127,308","790,797","517,124","38,096",21.39,69.6,8.3,0.13,Homeless Services,Responding to the face of homelessness,50.86,http://www.salinarescuemission.com,"742,409","51,384",6.3,"976,340",29.46,6.92,3,"48,388",17.1,"97,977","752,701",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9962,13.1,mailto:steve@salinarescuemission.com,0.27,3
4419,95-2160097,Salk Institute for Biological Studies,Health,La Jolla,CA,3,0,"19,670,827","92,912,329","77,728,186","5,328,499",10.34,77.4,-0.8,0.03,Medical Research,Where cures begin,45.59,,"100,394,905","
                  None reported",-1.0,"162,971,986",35.24,--,1,"-7,482,576",19.5,"2,995,892","87,583,830",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4419,2.9,,0.90,2
9745,87-0221537,Salt Lake Art Center,"Arts, Culture, Humanities",Salt Lake City,UT,2,0,"64,855","759,519","682,489","114,694",15.39,76.8,-4.3,0.24,Museums,Utah's premiere venue for contemporary art.,43.08,http://www.slartcenter.org/,"887,772","75,000",4.0,"1,462,217",27.68,8.44,2,"-128,253",7.3,"140,428","644,825",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9745,15.8,mailto:info@slartcenter.org,1.15,2
8018,59-2015192,Salvador Dalí Museum,"Arts, Culture, Humanities",St. Petersburg,FL,1,0,"914,478","5,472,324","2,585,333","1,200,811",18.76,65.9,1.5,0.20,Museums,Educating the public through the works of Salvador Dalí,45.36,http://www.salvadordalimuseum.org,"3,917,985","141,400",-2.5,"24,108,665",26.59,3.60,3,"1,554,339",23.3,"418,174","4,271,513",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8018,10.6,mailto:info@salvadordalimuseum.org,6.14,2
4422,04-2200147,Salzburg Global Seminar,Public Benefit,Washington,DC,2,0,"1,432,842","5,829,387","7,067,826","420,791",11.95,80.0,0.9,0.10,Research and Public Policy Institutions,Challenging present and future leaders to solve issues of global concern,44.20,http://www.salzburgglobal.org,"8,826,259","258,991",7.2,"10,482,781",32.25,2.93,1,"-2,996,872",16.2,"325,591","5,408,596",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4422,3.6,mailto:development@SalzburgGlobal.org,-0.76,2
10992,59-1373247,Samaritan Center for Young Boys and Families,Human Services,Stuart,FL,2,0,"125,231","1,545,235","402,316","70,575",27.78,74.0,68.6,0.01,Children's and Family Services,Building men . . .one boy at a time,60.19,http://www.samaritanhouseforboys.com,"543,410","44,647",7.7,"1,843,428",32.40,8.21,4,"1,001,825",23.0,"15,863","1,474,660",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10992,2.9,,2.39,4
8323,23-7416272,Samaritan House,Human Services,San Mateo,CA,3,0,"350,033","7,332,774","4,107,416","191,889",30.00,81.6,30.0,0.08,Social Services,Neighbor helping neighbor,65.66,http://www.samaritanhouse.com,"5,030,593","123,864",10.8,"8,347,696",35.66,2.46,4,"2,302,181",6.9,"573,144","7,140,885",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8323,11.3,mailto:info@samaritanhouse.com,1.65,4
11802,75-1984285,The Samaritan Inn,Human Services,Mckinney,TX,4,0,"162,897","3,816,576","1,794,034","251,002",30.00,84.6,15.4,0.04,Homeless Services,Helping those in need,68.46,http://www.thesamaritaninn.org/,"2,119,997","
                  None reported",27.5,"3,178,190",38.46,--,4,"1,696,579",7.6,"163,066","3,565,574",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11802,7.6,mailto:info@thesamaritaninn.org,1.49,4
8666,52-1474935,Samaritan Inns,Human Services,Washington,DC,2,0,"365,534","1,284,915","2,187,818","-277,772",10.76,80.1,-2.9,0.21,Homeless Services,Combatting homelessness and addictions. Rebuilding lives.,41.31,http://www.samaritaninns.org/,"2,728,787","96,368",-2.4,"7,488,985",30.55,3.53,1,"-1,443,872",13.3,"175,435","1,562,687",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8666,6.4,mailto:info@samaritaninns.org,2.74,2
7569,52-1434143,Samaritan Ministry of Greater Washington,Human Services,Washington,DC,3,0,"100,343","1,141,646","846,600","3,092",15.00,77.5,7.1,0.12,Homeless Services,Helping people who are homeless or in need to help themselves,47.75,http://www.samaritanministry.org,"1,092,065","84,994",0.0,"707,141",32.75,7.78,2,"49,581",9.1,"145,122","1,138,554",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7569,13.2,mailto:info@samaritanministry.org,0.47,2
4423,58-1437002,Samaritan's Purse,International,Boone,NC,4,0,"15,432,957","310,859,899","274,432,757","3,633,679",19.41,88.5,4.3,0.06,Development and Relief Services,International relief,58.27,http://www.samaritanspurse.org/,"309,763,383","473,440",3.8,"178,235,572",38.85,0.15,3,"1,096,516",4.9,"19,897,669","307,226,220",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4423,6.4,mailto:info@samaritan.org,0.57,3
4424,74-2285793,SAMMinistries,Human Services,San Antonio,TX,3,0,"384,752","6,058,695","5,209,403","-113,212",30.00,83.9,10.2,0.10,Homeless Services,Overcoming Homelessness,65.89,http://www.samm.org,"6,206,172","141,601",13.7,"9,306,411",35.89,2.28,4,"-147,477",6.1,"612,017","6,171,907",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4424,9.8,mailto:hope@samm.org,1.27,4
7763,13-3020943,Samuel Waxman Cancer Research Foundation,Health,New York,NY,3,0,"548,016","3,499,069","3,956,387","1,557,438",10.00,82.6,-11.3,0.14,Medical Research,A partnership in the search for the cure,44.01,http://www.waxmancancer.org,"4,789,119","196,189",-21.3,"6,917,154",34.01,4.09,1,"-1,290,050",11.4,"284,716","1,941,631",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7763,5.9,mailto:swcrf@waxmancancer.org.,1.44,2
8743,74-2122979,San Antonio Food Bank,Human Services,San Antonio,TX,4,0,"455,377","66,459,859","59,789,442","14,081",24.26,98.1,6.2,0.01,"Food Banks, Food Pantries, and Food Distribution",Fighting hunger. Feeding hope.,64.08,http://www.safoodbank.org,"60,905,608","165,495",4.3,"26,140,026",39.81,0.27,4,"5,554,251",0.7,"660,789","66,445,778",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8743,1.0,mailto:zvillarreal@safoodbank.org,0.42,4
10973,95-6120581,San Diego Botanic Garden,Environment,Encinitas,CA,1,0,"259,707","3,909,630","1,138,099","262,992",20.01,63.0,24.6,0.15,"Botanical Gardens, Parks, and Nature Centers",Preserving and supporting the Quail Botanical Gardens,46.31,,"1,805,226","120,000",2.2,"5,334,993",26.30,6.64,3,"2,104,404",14.3,"407,420","3,646,638",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10973,22.5,,2.95,2
9224,95-3076944,San Diego Center for the Blind,Health,San Diego,CA,3,0,"117,721","1,198,402","1,380,041","-218,698",20.00,85.3,-7.8,0.15,"Diseases, Disorders, and Disciplines",Rehabilitating blind and vision impaired adults,56.03,http://www.sdcb.org,"1,616,325","
                  None reported",14.6,"4,135,690",36.03,--,3,"-417,923",7.2,"118,563","1,417,100",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9224,7.3,mailto:information@sdcb.org,2.54,3
4555,95-2942582,The San Diego Foundation,Public Benefit,San Diego,CA,3,0,"2,139,873","63,742,314","47,139,934","15,846,449",17.50,92.1,6.8,0.04,Community Foundations,A foundation for your passion,54.21,http://www.sdfoundation.org,"51,130,790","282,894",-4.9,"393,268,654",36.71,0.55,3,"12,611,524",4.1,"1,850,983","47,895,865",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4555,3.6,mailto:info@sdfoundation.org,3.62,3
9877,33-0259190,San Diego Habitat for Humanity,Public Benefit,San Diego,CA,4,"20,000","284,327","3,837,601","1,771,781","19,446",30.00,81.0,12.5,0.04,Community and Housing Development,"Making adequate, affordable shelter a matter of conscience and action",68.10,http://www.sdhfh.org/,"2,185,462","
                  None reported",10.5,"9,190,462",38.10,--,4,"1,652,139",13.0,"129,354","3,818,155",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9877,5.9,mailto:general@sdhfh.org,4.15,4
5846,95-1661688,San Diego Humane Society and SPCA,Animals,San Diego,CA,3,0,"1,196,551","11,080,007","7,737,004","-128,454",28.20,76.1,5.6,0.12,"Animal Rights, Welfare, and Services",Inspiring and engaging the community to end animal suffering,60.81,http://www.sdhumane.org,"10,164,229","209,949",8.8,"38,600,740",32.61,2.06,4,"915,778",11.7,"1,230,674","11,208,461",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5846,12.1,mailto:cc@sdhumane.org,3.75,4
4425,95-1696715,San Diego Museum of Art,"Arts, Culture, Humanities",San Diego,CA,1,0,"3,266,034","6,091,505","6,382,717","-177,221",23.98,61.8,9.1,0.12,Museums,Balboa Park's largest art collection,49.14,,"10,315,605","252,307",3.0,"59,834,279",25.16,2.44,4,"-4,224,100",31.6,"666,854","6,268,726",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4425,6.4,,4.76,2
10579,95-1709290,San Diego Museum of Man,"Arts, Culture, Humanities",San Diego,CA,2,0,"576,108","2,817,344","2,028,911","357,962",27.50,71.9,19.8,0.12,Museums,It's about people,59.01,http://www.museumofman.org,"2,821,817","125,159",13.8,"6,395,325",31.51,4.43,4,"-4,473",20.4,"216,798","2,459,382",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10579,7.6,mailto:mail@museumofman.org,2.24,3
4426,95-1643375,San Diego Natural History Museum,"Arts, Culture, Humanities",San Diego,CA,2,0,"2,207,918","11,961,152","11,762,570","455,748",9.91,78.0,-2.3,0.24,Museums,Your nature connection,42.13,,"15,077,625","173,471",-1.7,"23,712,376",32.22,1.15,1,"-3,116,473",14.6,"1,107,137","11,505,404",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4426,7.3,,0.91,2
6480,95-6044429,San Diego Opera,"Arts, Culture, Humanities",San Diego,CA,1,0,"2,928,693","17,512,006","12,606,789","267,581",23.16,72.1,8.4,0.20,Performing Arts,We make music worth seeing,50.37,http://www.sdopera.net,"17,484,164","656,566",5.4,"21,989,838",27.21,3.75,4,"27,842",16.7,"1,948,682","17,244,425",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6480,11.1,mailto:info@sdopera.com,0.81,3
7467,95-1874073,San Diego Rescue Mission,Human Services,San Diego,CA,3,0,"665,208","13,782,763","11,890,196","527,430",27.50,83.8,9.3,0.13,Homeless Services,"Extending God's love to the homeless, abused, addicted and poor",60.47,,"14,180,430","141,153",11.3,"7,585,081",32.97,0.99,4,"-397,667",4.6,"1,625,026","13,255,333",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7467,11.4,,0.53,4
7472,95-2040874,San Diego Symphony,"Arts, Culture, Humanities",San Diego,CA,4,0,"2,121,494","21,866,137","16,127,845","78,018",20.71,83.6,12.8,0.06,Performing Arts,Musical Excelllence Forever,59.08,http://www.sandiegosymphony.com/,"19,273,383","353,200",5.4,"9,187,165",38.36,1.83,3,"2,592,754",11.0,"1,024,044","21,788,119",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7472,5.3,mailto:administration@sandiegosymphony.org,0.42,3
4428,94-2927405,San Francisco AIDS Foundation,Health,San Francisco,CA,0,0,"1,801,020","20,558,176","13,924,652","-1,788,477",5.73,65.7,-2.9,0.24,"Diseases, Disorders, and Disciplines",Providing leadership to prevent new HIV infections,27.31,,"21,164,527","217,788",-2.8,"10,718,954",21.57,1.02,1,"-606,351",8.5,"5,438,855","22,346,653",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4428,25.6,,0.48,1
